0	1	1.0
0	7	1.0
0	15	1.0
0	18	1.0
0	22	0.0
1	2	1.0
1	11	0.0
1	13	1.0
1	17	0.0
2	6	1.0
2	11	0.0
3	7	1.0
3	10	1.0
3	12	1.0
3	21	1.0
4	0	1.0
4	15	0.0
5	2	1.0
5	7	1.0
5	9	1.0
5	12	1.0
5	13	1.0
5	16	1.0
5	17	1.0
5	22	1.0
6	7	1.0
6	9	0.0
6	12	1.0
6	13	1.0
6	14	0.0
6	16	1.0
6	17	0.0
6	19	0.0
7	1	1.0
7	5	1.0
7	12	1.0
7	15	0.0
7	17	0.0
7	18	1.0
7	20	0.0
8	3	0.0
8	7	1.0
8	10	1.0
8	12	1.0
8	13	1.0
8	21	1.0
9	1	1.0
9	5	1.0
9	6	0.0
9	7	1.0
9	17	1.0
9	19	0.0
10	6	1.0
10	9	1.0
10	15	1.0
11	3	0.0
11	7	0.0
11	8	0.0
11	19	1.0
11	22	1.0
12	6	1.0
12	10	1.0
12	17	0.0
12	21	1.0
12	24	1.0
13	4	1.0
13	7	0.0
13	10	0.0
13	11	1.0
13	22	1.0
14	0	1.0
14	1	1.0
14	3	1.0
14	6	0.0
14	9	1.0
14	11	1.0
14	13	1.0
14	17	0.0
14	23	1.0
15	1	0.0
15	5	1.0
15	11	1.0
16	2	0.0
16	7	0.0
16	8	1.0
16	12	0.0
16	15	1.0
16	23	0.0
17	1	0.0
17	18	0.0
17	21	0.0
17	22	1.0
18	5	1.0
18	8	0.0
18	12	1.0
18	15	0.0
18	17	0.0
19	1	1.0
19	9	0.0
19	16	0.0
20	1	1.0
20	6	0.0
20	12	1.0
21	1	1.0
21	12	1.0
21	14	0.0
21	17	0.0
21	22	1.0
21	24	0.0
22	1	1.0
22	5	1.0
22	9	0.0
22	21	1.0
22	24	1.0
23	0	1.0
23	2	1.0
23	9	1.0
23	18	0.0
