0	2	1.0
0	3	1.0
0	4	1.0
0	5	1.0
0	6	0.0
0	8	1.0
0	9	1.0
0	10	1.0
0	11	1.0
0	12	1.0
0	13	1.0
0	14	1.0
0	16	1.0
0	17	1.0
0	19	0.0
0	20	0.0
0	21	1.0
0	23	1.0
0	24	1.0
1	0	1.0
1	3	0.0
1	4	1.0
1	5	1.0
1	6	1.0
1	7	1.0
1	8	1.0
1	9	1.0
1	10	0.0
1	12	1.0
1	14	1.0
1	15	0.0
1	16	0.0
1	18	1.0
1	19	1.0
1	20	1.0
1	21	1.0
1	22	1.0
1	23	1.0
1	24	1.0
2	0	1.0
2	1	1.0
2	3	1.0
2	4	1.0
2	5	1.0
2	7	0.0
2	8	1.0
2	9	1.0
2	10	0.0
2	12	1.0
2	13	1.0
2	14	0.0
2	15	1.0
2	16	0.0
2	17	0.0
2	18	1.0
2	19	1.0
2	20	1.0
2	21	1.0
2	22	0.0
2	23	1.0
2	24	1.0
3	0	1.0
3	1	0.0
3	2	1.0
3	4	1.0
3	5	0.0
3	6	1.0
3	8	0.0
3	9	1.0
3	11	0.0
3	13	1.0
3	14	1.0
3	15	0.0
3	16	1.0
3	17	1.0
3	18	1.0
3	19	1.0
3	20	1.0
3	22	1.0
3	23	1.0
3	24	1.0
4	1	1.0
4	2	1.0
4	3	1.0
4	5	1.0
4	6	1.0
4	7	0.0
4	8	1.0
4	9	1.0
4	10	0.0
4	11	1.0
4	12	1.0
4	13	1.0
4	14	0.0
4	16	1.0
4	17	1.0
4	18	1.0
4	19	1.0
4	20	1.0
4	21	1.0
4	22	1.0
4	23	0.0
4	24	1.0
5	0	1.0
5	1	1.0
5	3	0.0
5	4	1.0
5	6	1.0
5	8	1.0
5	10	0.0
5	11	1.0
5	14	0.0
5	15	1.0
5	18	1.0
5	19	1.0
5	20	0.0
5	21	0.0
5	23	1.0
5	24	1.0
6	0	0.0
6	1	1.0
6	2	1.0
6	3	1.0
6	4	1.0
6	5	1.0
6	8	1.0
6	10	1.0
6	11	1.0
6	15	1.0
6	18	1.0
6	20	0.0
6	21	1.0
6	22	1.0
6	23	0.0
6	24	1.0
7	0	1.0
7	2	0.0
7	3	1.0
7	4	0.0
7	6	1.0
7	8	1.0
7	9	1.0
7	10	1.0
7	11	0.0
7	13	0.0
7	14	1.0
7	16	0.0
7	19	1.0
7	21	0.0
7	22	1.0
7	23	1.0
7	24	1.0
8	0	1.0
8	1	1.0
8	2	1.0
8	4	1.0
8	5	1.0
8	6	1.0
8	9	1.0
8	11	0.0
8	14	1.0
8	15	1.0
8	16	1.0
8	17	1.0
8	18	0.0
8	19	1.0
8	20	0.0
8	22	0.0
8	23	0.0
8	24	0.0
9	0	1.0
9	2	1.0
9	3	1.0
9	4	1.0
9	8	1.0
9	10	1.0
9	11	0.0
9	12	1.0
9	13	1.0
9	14	1.0
9	15	0.0
9	16	1.0
9	18	0.0
9	20	0.0
9	21	0.0
9	22	0.0
9	23	1.0
9	24	1.0
10	0	1.0
10	1	0.0
10	2	0.0
10	3	1.0
10	4	0.0
10	5	0.0
10	7	1.0
10	8	1.0
10	11	1.0
10	12	1.0
10	13	0.0
10	14	1.0
10	16	1.0
10	17	0.0
10	18	0.0
10	19	0.0
10	20	0.0
10	21	1.0
10	22	1.0
10	23	1.0
10	24	1.0
11	0	1.0
11	1	0.0
11	2	0.0
11	4	1.0
11	5	1.0
11	6	1.0
11	9	0.0
11	10	1.0
11	12	1.0
11	13	1.0
11	14	1.0
11	15	1.0
11	16	0.0
11	17	1.0
11	18	0.0
11	20	1.0
11	21	0.0
11	23	0.0
11	24	0.0
12	0	1.0
12	1	1.0
12	2	1.0
12	3	1.0
12	4	1.0
12	5	1.0
12	7	1.0
12	8	1.0
12	9	1.0
12	11	1.0
12	13	0.0
12	14	1.0
12	15	0.0
12	16	0.0
12	18	1.0
12	19	0.0
12	20	1.0
12	22	0.0
12	23	0.0
13	0	1.0
13	1	1.0
13	2	1.0
13	3	1.0
13	5	1.0
13	6	1.0
13	8	1.0
13	9	1.0
13	12	0.0
13	14	1.0
13	15	1.0
13	16	1.0
13	17	1.0
13	18	1.0
13	19	1.0
13	20	1.0
13	21	1.0
13	23	1.0
13	24	1.0
14	2	0.0
14	4	0.0
14	5	0.0
14	7	1.0
14	8	1.0
14	10	1.0
14	12	1.0
14	15	1.0
14	16	0.0
14	18	0.0
14	19	1.0
14	20	1.0
14	21	0.0
14	22	1.0
14	24	0.0
15	0	1.0
15	2	1.0
15	3	0.0
15	4	0.0
15	6	1.0
15	7	0.0
15	8	1.0
15	9	0.0
15	10	1.0
15	12	0.0
15	13	1.0
15	14	1.0
15	16	1.0
15	17	0.0
15	18	0.0
15	19	1.0
15	20	1.0
15	21	0.0
15	22	1.0
15	23	1.0
15	24	1.0
16	0	1.0
16	1	0.0
